aqs_id,date_local,latitude_x,longitude_x,elevation,dominant_source,measurement_scale,monitoring_objective,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,arithmetic_mean_a,arithmetic_mean_b,poc_a,poc_b,meth_type_a,meth_type_b,method_code_a,method_code_b,monitor_type_a,monitor_type_b
41-039-2013,12/7/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,12.2,10.2,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/8/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,24.2,20.9,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/11/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,6.4,6,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/12/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,11.5,10.2,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/13/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,7,6.4,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/14/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,7,5.7,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/15/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,6.1,5.3,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/16/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,6.5,4.8,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/17/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,5.2,4,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/18/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,8.4,7,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/19/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,12.6,11.6,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/20/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,18.2,15.5,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/21/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,6.5,5.4,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/22/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,5.8,5,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/23/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,13.9,13.2,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/24/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,15.2,12.3,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/25/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,11.8,10.5,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/26/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,13.8,12.1,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/27/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,8.3,7.1,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/28/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,20.9,17.7,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/29/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,17.7,14.6,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/30/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,12.8,10.8,1,2,FRM,FEM,145,209,SLAMS,SPM
41-039-2013,12/31/2020,43.744352,-122.480487,341,MOBILE,NEIGHBORHOOD,POPULATION EXPOSURE,,,,,,,,,,,10,9.4,1,2,FRM,FEM,145,209,SLAMS,SPM
48-453-1068,10/26/2018,30.35386,-97.69166,205,,MICROSCALE,MAX PRECURSOR EMISSIONS IMPACT,18.1,11.1,26.7,0,0,,3.6,,1014.9,,7.5,7.625,1,2,FRM,FEM,145,209,,SLAMS
48-453-1068,10/29/2018,30.35386,-97.69166,205,,MICROSCALE,MAX PRECURSOR EMISSIONS IMPACT,21.9,16.7,28.9,0,0,204.8,6.5,,1018.2,,8,7.75,1,2,FRM,FEM,145,209,,SLAMS
48-453-1068,11/1/2018,30.35386,-97.69166,205,,MICROSCALE,MAX PRECURSOR EMISSIONS IMPACT,14.9,9.4,21.1,0,0,332,8.3,,1014.1,,3.5,3.333333,1,2,FRM,FEM,145,209,,SLAMS
49-035-3006,1/30/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,7.1,1.6,14.9,0,0,,7.6,,1018.1,,7.3,7.170833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,1/31/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,7.9,4.3,11,0,0,,9.4,,1016.5,,5,4.895833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/1/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,6.2,2.7,11,0,0,,5.4,,1022.7,,8.8,9.670833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/2/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,9,5.5,14.9,0,0,,6.5,,1023.6,,8.2,8.941667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/3/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,10.5,6,14.9,0,0,,7.6,,,,5.1,4.7625,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/4/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,9.6,4.9,13.2,0,0,,7.2,,1019.8,,9.4,10.416667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/5/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11,6.6,13.8,0,0,350.3,12.6,,1014.5,,3,3.229167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/6/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,6.8,1.6,9.9,0,0,,7.9,,1020.5,,2.5,3.470833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/7/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,5.7,1,13.2,0,0,,10.8,,1029.3,,4.7,5.225,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/8/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,9.1,3.8,15.5,0,0,145.8,15.5,,1024.2,,3.8,4.629167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/9/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.5,7.7,16.6,0,0,,13,,1013,,3.9,3.958333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/10/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,7.6,-0.6,9.3,0,0,,19.8,,1013,,2.4,2.745833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/11/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,1.8,-2.8,8.2,0,0,177.3,19.8,,1013.9,,2.1,3,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/14/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,4.6,-0.1,13.2,0,0,,14,,1016.4,,9.6,10.4,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/15/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,4.7,-1.7,6,0.3,0,,15.5,,,,2,1.583333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/16/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,1,-3.3,7.7,0,0,,13.3,,1025.2,,4.6,4.566667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/17/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,4.7,-0.6,14.9,0,0,,23.4,,1017.2,,3.5,4.583333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/18/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.4,0.5,13.2,6.6,0,284.5,29.5,,999.4,,8.2,7.266667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/19/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,-0.6,-5.6,0.5,13,80,,20.9,,1002,,2.7,3.208333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/20/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,-4.6,-8.9,-2.2,1.3,180,338,9.4,,1020.1,,4.1,4.583333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/21/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,-5.6,-9.4,-0.1,0,150,,9.7,,1023.2,,9.1,8.670833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/22/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,-2.9,-7.2,2.7,0,100,157.3,14.4,,1016.9,,6.6,7.204167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/23/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,-1.2,-11.1,-0.6,5.6,180,,14,,1018.4,,6.9,6.5625,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/24/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,-5.4,-10.6,-0.1,0,150,157.1,18.7,,1021.5,,5.7,5.229167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/25/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,-1.4,-3.3,2.1,0.3,100,,16.9,,1022.1,,2.1,2.691667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/26/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,2.5,-0.1,7.1,0,100,,17.6,,1011.3,,3.5,4.829167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/27/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,2.3,-1.1,4.3,0,80,,8.6,,1013.7,,9.6,10.725,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,2/28/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,1.3,-1.7,6,0,30,,8.3,,1018,,8.1,7.145833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/1/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,4.2,2.1,7.7,0,30,158.1,20.5,,1014.5,,4.2,4.434783,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/2/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,8.6,2.1,15.5,0,0,170.7,30.6,,,,3.5,3.708333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/3/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,3.4,-0.6,8.2,1.3,0,329.6,14,,1008.6,,4.6,5.970833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/4/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,1.8,-1.1,4.3,18,80,,13.7,,1016.4,,2.1,2.0625,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/5/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,1.7,-2.2,5.5,0,180,,10.1,,1027.3,,2.7,3.304167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/6/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,0.7,-4.4,8.8,0,130,,11.2,,1028.9,,3.7,4.529167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/7/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,2.3,-2.8,9.9,0,80,,7.2,,1024.2,,10.7,11.129167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/8/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,5.7,-0.6,14.3,0,50,,7.6,,1017.7,,13.4,14.7125,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/9/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,8.4,3.2,15.5,0,0,,8.6,,1012.6,,6.2,7.2375,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/10/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,9.5,3.8,14.9,0,0,,9,,1015.4,,3.5,3.666667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/11/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,9.5,3.2,17.7,0,0,,8.6,,,,3.5,4.641667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/12/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.8,6,17.7,0,0,,7.2,,1020.1,,4.9,6.3125,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/13/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.3,3.8,20.5,0,0,,9.4,,1015.3,,5,5.8625,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/14/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,14.7,3.2,17.1,16.8,0,164.9,20.5,,1005.5,,2.3,2.516667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/15/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,5.2,2.1,7.1,7.6,0,,8.6,,1006.8,,3.3,3.945833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/16/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,6.2,1.6,13.2,0.3,0,151.2,19.1,,1009.3,,1.6,1.3125,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/17/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,7.8,2.1,11.6,3.8,0,,16.9,,1007.5,,2.6,3.758333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/18/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,3.1,0.5,7.7,0.3,0,334.7,15.5,,1015.3,,2.3,3.683333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/19/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,4.6,0.5,10.5,0,0,,8.3,,1021.3,,2.3,3.079167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/20/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,7.7,3.2,15.5,0,0,,13,,1017,,3,3.570833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/21/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.6,6.6,19.3,0,0,,16.6,,1011.8,,3.1,8.281818,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/22/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,15,11.6,18.2,0,0,158,32.4,,1008.6,,2.9,4.341667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/23/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.4,6.6,16,10.2,0,,12.2,,1012.2,,2,2.770833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/24/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.3,5.5,15.5,0.3,0,156.2,18,,1007.7,,2.7,4.045833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/25/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,5.2,1.6,6.6,6.4,30,,14.4,,1010.3,,3.5,4.55,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/26/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,3.1,-0.1,8.8,0.8,0,,10.8,,1019.3,,2.5,3.583333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/27/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,4.9,-0.6,11,0,0,,9.7,,1023.1,,2.7,3.883333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/28/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,9.7,5.5,14.9,0,0,,15.1,,1018,,2.8,3.233333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/29/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,10.2,4.9,14.9,0,0,,9.7,,1019.3,,3.9,4.941667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/30/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.6,6.6,20.5,0,0,,13,,1019,,3.8,4.8875,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,3/31/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,15.3,8.8,22.7,0,0,,11.9,,1013.4,,4.1,4.9375,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/1/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,14.6,7.7,20.5,0,0,,7.9,,1008.8,,4.2,5.983333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/2/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,14,-0.1,17.7,1.3,0,,16.6,,,,4.3,4.666667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/3/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,3.7,-1.7,12.7,0,0,,8.6,,1021.3,,3.2,3.35,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/4/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,10,5.5,16.6,0,0,,7.6,,1017.1,,5.2,6.283333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/5/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,12.7,6.6,19.9,0,0,,10.4,,1014.8,,5.2,6.020833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/6/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,13.6,10.5,14.9,1.5,0,,8.6,,1009.5,,3.3,5.104167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/7/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,12.9,9.9,15.5,6.4,0,178.7,15.1,,1006.4,,3.5,4.8125,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/8/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.3,6,13.8,0.3,0,,14.4,,1012.8,,2.8,2.675,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/9/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.3,5.5,17.1,0,0,,9.4,,1023.2,,2.5,3.316667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/10/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,13.3,7.1,21.6,0,0,160.2,14.8,,1018.2,,6.1,8.1125,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/11/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,17.5,11.6,22.1,0,0,,13.7,,1006.8,,5.8,6.741667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/12/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.6,2.1,14.9,13.2,0,325.2,27.4,,,,1.9,4.895833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/13/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,6.1,2.7,11,1,0,,19.1,,1022.4,,1.6,2.633333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/14/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,8.6,2.7,17.1,0,0,,10.1,,1025.3,,2.5,4.366667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/15/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,14.1,9.9,23.2,0,0,155.9,23.4,,1011.8,,4,4.408333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/16/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,19.9,1.6,23.8,3,0,182.9,38.9,,,,14.2,10.282609,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/17/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,4.7,0.5,9.3,3.3,0,,13.7,,1015.8,,1.5,2.386957,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/18/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,6.6,1,14.9,0,0,,7.9,,1020.5,,2.8,3.8125,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/19/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,12,7.1,20.5,0,0,,14.8,,1007.3,,3.8,4.704167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/24/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,12.2,5.5,18.8,0,0,,10.1,,1022.2,,4.5,5.870833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/25/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,14.6,8.8,23.2,0,0,,12.2,,1019.3,,4.1,4.941667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/26/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,16.6,8.2,24.9,0,0,,9.7,,1016.6,,6.2,7.804167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/27/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,19.1,10.5,29.3,0,0,157.9,14.8,,1009.5,,5.9,6.5625,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/28/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,24,14.9,30.5,0,0,161.7,23.8,,1001.7,,7,7.095833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/29/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,15.8,8.2,18.8,0.3,0,,16.9,,1004.5,,4.2,5.129167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,4/30/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,8.7,2.1,12.7,18.3,0,,11.9,,1009.7,,1.4,2.329167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,5/1/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,10,4.9,16,0,0,,8.6,,1007.9,,2.6,2.5125,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,5/2/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.1,7.1,16,4.1,0,,10.8,,1009.6,,3.9,5.0875,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,5/3/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,11.7,7.7,19.9,0,0,,10.8,,1017.9,,3.5,5.683333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,5/4/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,16,9.9,24.9,0,0,,12.2,,1021.8,,4.7,4.679167,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,5/5/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,19.3,11.6,26.6,0,0,,12.2,,1017.9,,6.1,5.583333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,5/6/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,21.8,15.5,29.9,0,0,156.3,23,,1012.7,,7.5,6.545833,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,5/7/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,23.1,15.5,27.7,0,0,,11.5,,1013.1,,5.9,5.958333,1,2,FRM,FEM,145,184,SLAMS,SLAMS
49-035-3006,5/8/2018,40.736389,-111.872222,1306,,NEIGHBORHOOD,POPULATION EXPOSURE,20.2,12.1,27.7,0,0,,8.6,,1015.8,,5.3,5.541667,1,2,FRM,FEM,145,184,SLAMS,SLAMS
